CF61_00595	CF61_00595
ECONIH1_05425	ECONIH1_05425
ECONIH1_05430	ECONIH1_05430
ECONIH1_05435	ECONIH1_05435
ECONIH1_05440	ECONIH1_05440
ECONIH1_05455	ECONIH1_05455
ECONIH1_05460	ECONIH1_05460
ECONIH1_05465	ECONIH1_05465
ECONIH1_05470	ECONIH1_05470
ECONIH1_05475	ECONIH1_05475
ECONIH1_05485	ECONIH1_05485
ECONIH1_05500	ECONIH1_05500
ECONIH1_05515	ECONIH1_05515
ECONIH1_05525	ECONIH1_05525
ECONIH1_05530	ECONIH1_05530
ECONIH1_05535	ECONIH1_05535
ECONIH1_05540	ECONIH1_05540
ECONIH1_05545	ECONIH1_05545
ECONIH1_05550	ECONIH1_05550
ECONIH1_05555	ECONIH1_05555
ECONIH1_05565	ECONIH1_05565
ECONIH1_05575	ECONIH1_05575
ECONIH1_05580	ECONIH1_05580
ECONIH1_05600	ECONIH1_05600
ECONIH1_05635	ECONIH1_05635
ECONIH1_05635	ECONIH1_17460
ECONIH1_05635	ECONIH1_25655
ECONIH1_05650	CF61_12130
ECONIH1_05650	BU34_22920
ECONIH1_05650	ECONIH1_05650
ECONIH1_05650	ECONIH1_11890
ECONIH1_05650	CF57_11400
ECONIH1_05660	ECONIH1_05660
ECONIH1_05895	ECONIH1_05895
ECONIH1_06045	ECONIH1_06045
ECONIH1_06085	ECONIH1_06085
ECONIH1_06165	ECONIH1_06165
ECONIH1_06365	CF61_18400
ECONIH1_06365	BU34_01270
ECONIH1_06365	ECONIH1_06365
ECONIH1_06365	CF57_17665
ECONIH1_06365	CF57_17675
ECONIH1_06370	CF61_18390
ECONIH1_06370	BU34_01260
ECONIH1_06370	ECONIH1_06370
ECONIH1_06370	CF57_17650
ECONIH1_06370	CF57_17655
ECONIH1_06375	ECONIH1_06375
ECONIH1_06470	ECONIH1_06470
ECONIH1_06495	ECONIH1_06495
ECONIH1_06525	ECONIH1_06525
ECONIH1_06655	ECONIH1_06655
ECONIH1_06660	ECONIH1_06660
ECONIH1_06670	ECONIH1_06670
ECONIH1_06930	ECONIH1_06930
ECONIH1_06935	ECONIH1_06935
ECONIH1_06940	ECONIH1_06940
ECONIH1_06955	ECONIH1_06955
ECONIH1_07005	ECONIH1_07005
ECONIH1_07025	ECONIH1_07025
ECONIH1_07210	ECONIH1_07210
ECONIH1_07225	ECONIH1_07225
ECONIH1_07230	ECONIH1_07230
ECONIH1_07235	ECONIH1_07235
ECONIH1_07240	ECONIH1_07240
ECONIH1_07245	ECONIH1_07245
ECONIH1_07250	ECONIH1_07250
ECONIH1_07255	ECONIH1_07255
ECONIH1_07260	ECONIH1_07260
ECONIH1_07270	ECONIH1_07270
ECONIH1_07275	ECONIH1_07275
ECONIH1_07280	ECONIH1_07280
ECONIH1_07285	ECONIH1_07285
ECONIH1_07300	ECONIH1_07300
ECONIH1_07305	ECONIH1_07305
ECONIH1_07310	ECONIH1_07310
ECONIH1_07315	ECONIH1_07315
ECONIH1_07320	ECONIH1_07320
ECONIH1_07325	ECONIH1_07325
ECONIH1_07330	ECONIH1_07330
ECONIH1_07340	ECONIH1_07340
ECONIH1_07350	ECONIH1_07350
ECONIH1_07355	ECONIH1_07355
ECONIH1_07360	ECONIH1_07360
ECONIH1_07365	ECONIH1_07365
ECONIH1_07695	CF61_16870
ECONIH1_07695	CF61_16875
ECONIH1_07695	BU34_27650
ECONIH1_07695	BU34_27655
ECONIH1_07695	ECONIH1_07695
ECONIH1_07695	CF57_16135
ECONIH1_07695	CF57_16140
ECONIH1_07725	ECONIH1_07725
ECONIH1_07740	ECONIH1_07740
ECONIH1_07755	ECONIH1_07755
ECONIH1_07760	ECONIH1_07760
ECONIH1_07765	ECONIH1_07765
ECONIH1_07815	ECONIH1_07815
ECONIH1_07825	ECONIH1_07825
ECONIH1_08095	ECONIH1_08095
ECONIH1_08135	ECONIH1_08135
ECONIH1_08270	ECONIH1_08270
ECONIH1_08465	ECONIH1_08465
ECONIH1_08645	ECONIH1_08645
ECONIH1_08740	ECONIH1_08740
ECONIH1_08800	ECONIH1_08800
ECONIH1_08985	ECONIH1_08985
ECONIH1_08990	ECONIH1_08990
ECONIH1_08995	ECONIH1_08995
ECONIH1_09010	ECONIH1_09010
ECONIH1_09015	ECONIH1_09015
ECONIH1_09020	ECONIH1_09020
ECONIH1_09030	ECONIH1_09030
ECONIH1_09035	ECONIH1_09035
ECONIH1_09040	ECONIH1_09040
ECONIH1_09045	ECONIH1_09045
ECONIH1_09105	ECONIH1_09105
ECONIH1_09125	ECONIH1_09125
ECONIH1_09140	ECONIH1_09140
ECONIH1_09145	ECONIH1_09145
ECONIH1_09155	ECONIH1_09155
ECONIH1_09160	ECONIH1_09160
ECONIH1_09190	ECONIH1_09190
ECONIH1_09195	ECONIH1_09195
ECONIH1_09200	ECONIH1_09200
ECONIH1_09215	CF61_14930
ECONIH1_09215	CF61_20425
ECONIH1_09215	BU34_03310
ECONIH1_09215	BU34_25725
ECONIH1_09215	ECONIH1_09215
ECONIH1_09215	CF57_14205
ECONIH1_09215	CF57_19725
ECONIH1_09215	HW42_08705
ECONIH1_09215	HW42_09055
ECONIH1_09215	HW42_09060
ECONIH1_09215	HW42_10410
ECONIH1_09225	CF59_12970
ECONIH1_09225	CF58_12920
ECONIH1_09225	ECONIH1_09225
ECONIH1_09225	CF60_13085
ECONIH1_09320	ECONIH1_09320
ECONIH1_09625	ECONIH1_09625
ECONIH1_09825	ECONIH1_09825
ECONIH1_09860	ECONIH1_09860
ECONIH1_09945	CF61_13990
ECONIH1_09945	CF61_14005
ECONIH1_09945	BU34_24785
ECONIH1_09945	BU34_24800
ECONIH1_09945	ECONIH1_09945
ECONIH1_09945	CF57_13265
ECONIH1_09945	CF57_13280
ECONIH1_09945	CF60_15860
ECONIH1_09945	CF60_15870
ECONIH1_09945	HW42_12810
ECONIH1_09945	HW42_12815
ECONIH1_09950	ECONIH1_09950
ECONIH1_10170	ECONIH1_10170
ECONIH1_10180	ECONIH1_10180
ECONIH1_10220	CF59_16410
ECONIH1_10220	CF58_16445
ECONIH1_10220	ECONIH1_10220
ECONIH1_10295	ECONIH1_10295
ECONIH1_10410	ECONIH1_10410
ECONIH1_10495	ECONIH1_10495
ECONIH1_10580	ECONIH1_10580
ECONIH1_10625	ECONIH1_10625
ECONIH1_10660	ECONIH1_10660
ECONIH1_10800	ECONIH1_10800
ECONIH1_10910	ECONIH1_10910
ECONIH1_10940	ECONIH1_10940
ECONIH1_10945	ECONIH1_10945
ECONIH1_10950	ECONIH1_10950
ECONIH1_10955	ECONIH1_10955
ECONIH1_10960	ECONIH1_10960
ECONIH1_10970	ECONIH1_10970
ECONIH1_10975	ECONIH1_10975
ECONIH1_11120	ECONIH1_11120
ECONIH1_11130	ECONIH1_11130
ECONIH1_11340	ECONIH1_11340
ECONIH1_11345	ECONIH1_11345
ECONIH1_11350	ECONIH1_11350
ECONIH1_11355	ECONIH1_11355
ECONIH1_11360	ECONIH1_11360
ECONIH1_11365	ECONIH1_11365
ECONIH1_11370	ECONIH1_11370
ECONIH1_11375	ECONIH1_11375
ECONIH1_11380	ECONIH1_11380
ECONIH1_11385	ECONIH1_11385
ECONIH1_11390	ECONIH1_11390
ECONIH1_11395	ECONIH1_11395
ECONIH1_11485	ECONIH1_11485
ECONIH1_11490	ECONIH1_11490
ECONIH1_11505	ECONIH1_11505
ECONIH1_11510	ECONIH1_11510
ECONIH1_11530	ECONIH1_11530
ECONIH1_11555	ECONIH1_11555
ECONIH1_11560	ECONIH1_11560
ECONIH1_11570	CF61_19695
ECONIH1_11570	CF59_09720
ECONIH1_11570	BU34_02560
ECONIH1_11570	CF58_09680
ECONIH1_11570	ECONIH1_04745
ECONIH1_11570	ECONIH1_11570
ECONIH1_11570	CF57_18975
ECONIH1_11570	CF60_09820
ECONIH1_11570	HW42_07970
ECONIH1_11575	ECONIH1_11575
ECONIH1_11585	ECONIH1_11585
ECONIH1_11595	ECONIH1_11595
ECONIH1_11600	ECONIH1_11600
ECONIH1_11605	ECONIH1_11605
ECONIH1_11610	ECONIH1_11610
ECONIH1_11615	ECONIH1_11615
ECONIH1_11625	ECONIH1_11625
ECONIH1_11690	ECONIH1_11690
ECONIH1_11695	ECONIH1_11695
ECONIH1_11720	ECONIH1_11720
ECONIH1_11725	ECONIH1_11725
ECONIH1_11730	ECONIH1_11730
ECONIH1_11735	ECONIH1_11735
ECONIH1_11745	ECONIH1_11745
ECONIH1_11750	ECONIH1_11750
ECONIH1_11755	ECONIH1_11755
ECONIH1_11775	ECONIH1_11775
ECONIH1_11780	ECONIH1_11780
ECONIH1_11820	ECONIH1_11820
ECONIH1_11825	ECONIH1_11825
ECONIH1_11835	ECONIH1_11835
ECONIH1_11840	ECONIH1_11840
ECONIH1_11845	ECONIH1_11845
ECONIH1_11850	ECONIH1_11850
ECONIH1_11855	ECONIH1_11855
ECONIH1_11880	ECONIH1_05640
ECONIH1_11880	ECONIH1_11880
ECONIH1_11880	ECONIH1_17465
ECONIH1_11880	ECONIH1_25660
ECONIH1_11880	HW42_05015
ECONIH1_12015	ECONIH1_12015
ECONIH1_12020	ECONIH1_12020
ECONIH1_12025	ECONIH1_12025
ECONIH1_12030	ECONIH1_12030
ECONIH1_12040	ECONIH1_12040
ECONIH1_12175	ECONIH1_12175
ECONIH1_12180	ECONIH1_12180
ECONIH1_12390	ECONIH1_12390
ECONIH1_12410	ECONIH1_12410
ECONIH1_12445	ECONIH1_12445
ECONIH1_12495	ECONIH1_12495
ECONIH1_12555	ECONIH1_12555
ECONIH1_12620	ECONIH1_12620
ECONIH1_12635	ECONIH1_12635
ECONIH1_12830	CF59_19445
ECONIH1_12830	CF58_19505
ECONIH1_12830	ECONIH1_12830
ECONIH1_12830	CF60_19220
ECONIH1_12830	HW42_15745
ECONIH1_12920	ECONIH1_12920
ECONIH1_12965	ECONIH1_12965
ECONIH1_13055	ECONIH1_13055
ECONIH1_13085	CF61_10655
ECONIH1_13085	BU34_20110
ECONIH1_13085	ECONIH1_13085
ECONIH1_13085	CF57_09945
ECONIH1_13085	HW42_15970
ECONIH1_13370	ECONIH1_13370
ECONIH1_13555	ECONIH1_13555
ECONIH1_13595	CF61_10045
ECONIH1_13595	CF59_20445
ECONIH1_13595	BU34_20725
ECONIH1_13595	CF58_20470
ECONIH1_13595	ECONIH1_13595
ECONIH1_13595	CF57_09335
ECONIH1_13595	CF60_20185
ECONIH1_13595	HW42_16455
ECONIH1_13710	ECONIH1_13710
ECONIH1_13785	ECONIH1_13785
ECONIH1_13855	ECONIH1_13855
ECONIH1_14100	ECONIH1_14100
ECONIH1_14105	ECONIH1_14105
ECONIH1_14150	ECONIH1_14150
ECONIH1_14190	ECONIH1_14190
ECONIH1_14230	CF61_08800
ECONIH1_14230	CF61_08810
ECONIH1_14230	CF59_21340
ECONIH1_14230	BU34_21945
ECONIH1_14230	BU34_21955
ECONIH1_14230	CF58_21365
ECONIH1_14230	ECONIH1_14230
ECONIH1_14230	CF57_08115
ECONIH1_14230	CF57_08125
ECONIH1_14230	CF60_21005
ECONIH1_14230	HW42_17140
ECONIH1_14230	HW42_17145
ECONIH1_14340	ECONIH1_14340
ECONIH1_14360	ECONIH1_14360
ECONIH1_14365	ECONIH1_14365
ECONIH1_14370	ECONIH1_14370
ECONIH1_14375	ECONIH1_14375
ECONIH1_14390	ECONIH1_14390
ECONIH1_14395	ECONIH1_14395
ECONIH1_14400	ECONIH1_14400
ECONIH1_14405	ECONIH1_14405
ECONIH1_14410	ECONIH1_14410
ECONIH1_14415	ECONIH1_14415
ECONIH1_14420	ECONIH1_14420
ECONIH1_14425	ECONIH1_14425
ECONIH1_14430	ECONIH1_14430
ECONIH1_14435	ECONIH1_14435
ECONIH1_14440	ECONIH1_14440
ECONIH1_14445	ECONIH1_14445
ECONIH1_14450	ECONIH1_14450
ECONIH1_14455	ECONIH1_14455
ECONIH1_14460	ECONIH1_14460
ECONIH1_14465	ECONIH1_14465
